
title='View'
 VARIABLES = x, y,"LevelSet" 
zone i=276  j=76  k=1  DATAPACKING=POINT 
1.1878 -0.2236 0.08  
1.1928 -0.2236 0.08  
1.1978 -0.2236 0.08  
1.2028 -0.2236 0.08  
1.2078 -0.2236 0.08  
1.2128 -0.2236 0.08  
-0.1622 -0.2186 0.08  
-0.1572 -0.2186 0.08  
-0.1522 -0.2186 0.08  
-0.1472 -0.2186 0.08  
-0.1422 -0.2186 0.08  
-0.1372 -0.2186 0.08  
-0.1322 -0.2186 0.08  
-0.1272 -0.2186 0.08  
-0.1222 -0.2186 0.08  
-0.1172 -0.2186 0.08  
-0.1122 -0.2186 0.08  
-0.1072 -0.2186 0.08  
-0.1022 -0.2186 0.08  
-0.0972 -0.2186 0.08  
-0.0922 -0.2186 0.08  
-0.0872 -0.2186 0.08  
-0.0822 -0.2186 0.08  
-0.0772 -0.2186 0.08  
-0.0722 -0.2186 0.08  
-0.0672 -0.2186 0.08  
-0.0622 -0.2186 0.08  
-0.0572 -0.2186 0.08  
-0.0522 -0.2186 0.08  
-0.0472 -0.2186 0.08  
-0.0422 -0.2186 0.08  
-0.0372 -0.2186 0.08  
-0.0322 -0.2186 0.08  
-0.0272 -0.2186 0.08  
-0.0222 -0.2186 0.08  
-0.0172 -0.2186 0.08  
-0.0122 -0.2186 0.08  
-0.0072 -0.2186 0.08  
-0.0022 -0.2186 0.08  
0.0028 -0.2186 0.08  
0.0078 -0.2186 0.08  
0.0128 -0.2186 0.08  
0.0178 -0.2186 0.08  
0.0228 -0.2186 0.08  
0.0278 -0.2186 0.08  
0.0328 -0.2186 0.08  
0.0378 -0.2186 0.08  
0.0428 -0.2186 0.08  
0.0478 -0.2186 0.08  
0.0528 -0.2186 0.08  
0.0578 -0.2186 0.08  
0.0628 -0.2186 0.08  
0.0678 -0.2186 0.08  
0.0728 -0.2186 0.08  
0.0778 -0.2186 0.08  
0.0828 -0.2186 0.08  
0.0878 -0.2186 0.08  
0.0928 -0.2186 0.08  
0.0978 -0.2186 0.08  
0.1028 -0.2186 0.08  
0.1078 -0.2186 0.08  
0.1128 -0.2186 0.08  
0.1178 -0.2186 0.08  
0.1228 -0.2186 0.08  
0.1278 -0.2186 0.08  
0.1328 -0.2186 0.08  
0.1378 -0.2186 0.08  
0.1428 -0.2186 0.08  
0.1478 -0.2186 0.08  
0.1528 -0.2186 0.08  
0.1578 -0.2186 0.08  
0.1628 -0.2186 0.08  
0.1678 -0.2186 0.08  
0.1728 -0.2186 0.08  
0.1778 -0.2186 0.08  
0.1828 -0.2186 0.08  
0.1878 -0.2186 0.08  
0.1928 -0.2186 0.08  
0.1978 -0.2186 0.08  
0.2028 -0.2186 0.08  
0.2078 -0.2186 0.08  
0.2128 -0.2186 0.08  
0.2178 -0.2186 0.08  
0.2228 -0.2186 0.08  
0.2278 -0.2186 0.08  
0.2328 -0.2186 0.08  
0.2378 -0.2186 0.08  
0.2428 -0.2186 0.08  
0.2478 -0.2186 0.08  
0.2528 -0.2186 0.08  
0.2578 -0.2186 0.08  
0.2628 -0.2186 0.08  
0.2678 -0.2186 0.08  
0.2728 -0.2186 0.08  
0.2778 -0.2186 0.08  
0.2828 -0.2186 0.08  
0.2878 -0.2186 0.08  
0.2928 -0.2186 0.08  
0.2978 -0.2186 0.08  
0.3028 -0.2186 0.08  
0.3078 -0.2186 0.08  
0.3128 -0.2186 0.08  
0.3178 -0.2186 0.08  
0.3228 -0.2186 0.08  
0.3278 -0.2186 0.08  
0.3328 -0.2186 0.08  
0.3378 -0.2186 0.08  
0.3428 -0.2186 0.08  
0.3478 -0.2186 0.08  
0.3528 -0.2186 0.08  
0.3578 -0.2186 0.08  
0.3628 -0.2186 0.08  
0.3678 -0.2186 0.08  
0.3728 -0.2186 0.08  
0.3778 -0.2186 0.08  
0.3828 -0.2186 0.08  
0.3878 -0.2186 0.08  
0.3928 -0.2186 0.08  
0.3978 -0.2186 0.08  
0.4028 -0.2186 0.08  
0.4078 -0.2186 0.08  
0.4128 -0.2186 0.08  
0.4178 -0.2186 0.08  
0.4228 -0.2186 0.08  
0.4278 -0.2186 0.08  
0.4328 -0.2186 0.08  
0.4378 -0.2186 0.08  
0.4428 -0.2186 0.08  
0.4478 -0.2186 0.08  
0.4528 -0.2186 0.08  
0.4578 -0.2186 0.08  
0.4628 -0.2186 0.08  
0.4678 -0.2186 0.08  
0.4728 -0.2186 0.08  
0.4778 -0.2186 0.08  
0.4828 -0.2186 0.08  
0.4878 -0.2186 0.08  
0.4928 -0.2186 0.08  
0.4978 -0.2186 0.08  
0.5028 -0.2186 0.08  
0.5078 -0.2186 0.08  
0.5128 -0.2186 0.08  
0.5178 -0.2186 0.08  
0.5228 -0.2186 0.08  
0.5278 -0.2186 0.08  
0.5328 -0.2186 0.08  
0.5378 -0.2186 0.08  
0.5428 -0.2186 0.08  
0.5478 -0.2186 0.08  
0.5528 -0.2186 0.08  
0.5578 -0.2186 0.08  
0.5628 -0.2186 0.08  
0.5678 -0.2186 0.08  
0.5728 -0.2186 0.08  
0.5778 -0.2186 0.08  
0.5828 -0.2186 0.08  
0.5878 -0.2186 0.08  
0.5928 -0.2186 0.08  
0.5978 -0.2186 0.08  
0.6028 -0.2186 0.08  
0.6078 -0.2186 0.08  
0.6128 -0.2186 0.08  
0.6178 -0.2186 0.08  
0.6228 -0.2186 0.08  
0.6278 -0.2186 0.08  
0.6328 -0.2186 0.08  
0.6378 -0.2186 0.08  
0.6428 -0.2186 0.08  
0.6478 -0.2186 0.08  
0.6528 -0.2186 0.08  
0.6578 -0.2186 0.08  
0.6628 -0.2186 0.08  
0.6678 -0.2186 0.08  
0.6728 -0.2186 0.08  
0.6778 -0.2186 0.08  
0.6828 -0.2186 0.08  
0.6878 -0.2186 0.08  
0.6928 -0.2186 0.08  
0.6978 -0.2186 0.08  
0.7028 -0.2186 0.08  
0.7078 -0.2186 0.08  
0.7128 -0.2186 0.08  
0.7178 -0.2186 0.08  
0.7228 -0.2186 0.08  
0.7278 -0.2186 0.08  
0.7328 -0.2186 0.08  
0.7378 -0.2186 0.08  
0.7428 -0.2186 0.08  
0.7478 -0.2186 0.08  
0.7528 -0.2186 0.08  
0.7578 -0.2186 0.08  
0.7628 -0.2186 0.08  
0.7678 -0.2186 0.08  
0.7728 -0.2186 0.08  
0.7778 -0.2186 0.08  
0.7828 -0.2186 0.08  
0.7878 -0.2186 0.08  
0.7928 -0.2186 0.08  
0.7978 -0.2186 0.08  
0.8028 -0.2186 0.08  
0.8078 -0.2186 0.08  
0.8128 -0.2186 0.08  
0.8178 -0.2186 0.08  
0.8228 -0.2186 0.08  
0.8278 -0.2186 0.08  
0.8328 -0.2186 0.08  
0.8378 -0.2186 0.08  
0.8428 -0.2186 0.08  
0.8478 -0.2186 0.08  
0.8528 -0.2186 0.08  
0.8578 -0.2186 0.08  
0.8628 -0.2186 0.08  
0.8678 -0.2186 0.08  
0.8728 -0.2186 0.08  
0.8778 -0.2186 0.08  
0.8828 -0.2186 0.08  
0.8878 -0.2186 0.08  
0.8928 -0.2186 0.08  
0.8978 -0.2186 0.08  
0.9028 -0.2186 0.08  
0.9078 -0.2186 0.08  
0.9128 -0.2186 0.08  
0.9178 -0.2186 0.08  
0.9228 -0.2186 0.08  
0.9278 -0.2186 0.08  
0.9328 -0.2186 0.08  
0.9378 -0.2186 0.08  
0.9428 -0.2186 0.08  
0.9478 -0.2186 0.08  
0.9528 -0.2186 0.08  
0.9578 -0.2186 0.08  
0.9628 -0.2186 0.08  
0.9678 -0.2186 0.08  
0.9728 -0.2186 0.08  
0.9778 -0.2186 0.08  
0.9828 -0.2186 0.08  
0.9878 -0.2186 0.08  
0.9928 -0.2186 0.08  
0.9978 -0.2186 0.08  
1.0028 -0.2186 0.08  
1.0078 -0.2186 0.08  
1.0128 -0.2186 0.08  
1.0178 -0.2186 0.08  
1.0228 -0.2186 0.08  
1.0278 -0.2186 0.08  
1.0328 -0.2186 0.08  
1.0378 -0.2186 0.08  
1.0428 -0.2186 0.08  
1.0478 -0.2186 0.08  
1.0528 -0.2186 0.08  
1.0578 -0.2186 0.08  
1.0628 -0.2186 0.08  
1.0678 -0.2186 0.08  
1.0728 -0.2186 0.08  
1.0778 -0.2186 0.08  
1.0828 -0.2186 0.08  
1.0878 -0.2186 0.08  
1.0928 -0.2186 0.08  
1.0978 -0.2186 0.08  
1.1028 -0.2186 0.08  
1.1078 -0.2186 0.08  
1.1128 -0.2186 0.08  
1.1178 -0.2186 0.08  
1.1228 -0.2186 0.08  
1.1278 -0.2186 0.08  
1.1328 -0.2186 0.08  
1.1378 -0.2186 0.08  
1.1428 -0.2186 0.08  
1.1478 -0.2186 0.08  
1.1528 -0.2186 0.08  
1.1578 -0.2186 0.08  
1.1628 -0.2186 0.08  
1.1678 -0.2186 0.08  
1.1728 -0.2186 0.08  
1.1778 -0.2186 0.08  
1.1828 -0.2186 0.08  
1.1878 -0.2186 0.08  
1.1928 -0.2186 0.08  
1.1978 -0.2186 0.08  
1.2028 -0.2186 0.08  
1.2078 -0.2186 0.08  
1.2128 -0.2186 0.08  
-0.1622 -0.2136 0.08  
-0.1572 -0.2136 0.08  
-0.1522 -0.2136 0.08  
-0.1472 -0.2136 0.08  
-0.1422 -0.2136 0.08  
-0.1372 -0.2136 0.08  
-0.1322 -0.2136 0.08  
-0.1272 -0.2136 0.08  
-0.1222 -0.2136 0.08  
-0.1172 -0.2136 0.08  
-0.1122 -0.2136 0.08  
-0.1072 -0.2136 0.08  
-0.1022 -0.2136 0.08  
-0.0972 -0.2136 0.08  
-0.0922 -0.2136 0.08  
-0.0872 -0.2136 0.08  
-0.0822 -0.2136 0.08  
-0.0772 -0.2136 0.08  
-0.0722 -0.2136 0.08  
-0.0672 -0.2136 0.08  
-0.0622 -0.2136 0.08  
-0.0572 -0.2136 0.08  
-0.0522 -0.2136 0.08  
-0.0472 -0.2136 0.08  
-0.0422 -0.2136 0.08  
-0.0372 -0.2136 0.08  
-0.0322 -0.2136 0.08  
-0.0272 -0.2136 0.08  
-0.0222 -0.2136 0.08  
-0.0172 -0.2136 0.08  
-0.0122 -0.2136 0.08  
-0.0072 -0.2136 0.08  
-0.0022 -0.2136 0.08  
0.0028 -0.2136 0.08  
0.0078 -0.2136 0.08  
0.0128 -0.2136 0.08  
0.0178 -0.2136 0.08  
0.0228 -0.2136 0.08  
0.0278 -0.2136 0.08  
0.0328 -0.2136 0.08  
0.0378 -0.2136 0.08  
0.0428 -0.2136 0.08  
0.0478 -0.2136 0.08  
0.0528 -0.2136 0.08  
0.0578 -0.2136 0.08  
0.0628 -0.2136 0.08  
0.0678 -0.2136 0.08  
0.0728 -0.2136 0.08  
0.0778 -0.2136 0.08  
0.0828 -0.2136 0.08  
0.0878 -0.2136 0.08  
0.0928 -0.2136 0.08  
0.0978 -0.2136 0.08  
0.1028 -0.2136 0.08  
0.1078 -0.2136 0.08  
0.1128 -0.2136 0.08  
0.1178 -0.2136 0.08  
0.1228 -0.2136 0.08  
0.1278 -0.2136 0.08  
0.1328 -0.2136 0.08  
0.1378 -0.2136 0.08  
0.1428 -0.2136 0.08  
0.1478 -0.2136 0.08  
0.1528 -0.2136 0.08  
0.1578 -0.2136 0.08  
0.1628 -0.2136 0.08  
0.1678 -0.2136 0.08  
0.1728 -0.2136 0.08  
0.1778 -0.2136 0.08  
0.1828 -0.2136 0.08  
0.1878 -0.2136 0.08  
0.1928 -0.2136 0.08  
0.1978 -0.2136 0.08  
0.2028 -0.2136 0.08  
0.2078 -0.2136 0.08  
0.2128 -0.2136 0.08  
0.2178 -0.2136 0.08  
0.2228 -0.2136 0.08  
0.2278 -0.2136 0.08  
0.2328 -0.2136 0.08  
0.2378 -0.2136 0.08  
0.2428 -0.2136 0.08  
0.2478 -0.2136 0.08  
0.2528 -0.2136 0.08  
0.2578 -0.2136 0.08  
0.2628 -0.2136 0.08  
0.2678 -0.2136 0.08  
0.2728 -0.2136 0.08  
0.2778 -0.2136 0.08  
0.2828 -0.2136 0.08  
0.2878 -0.2136 0.08  
0.2928 -0.2136 0.08  
0.2978 -0.2136 0.08  
0.3028 -0.2136 0.08  
0.3078 -0.2136 0.08  
0.3128 -0.2136 0.08  
0.3178 -0.2136 0.08  
0.3228 -0.2136 0.08  
0.3278 -0.2136 0.08  
0.3328 -0.2136 0.08  
0.3378 -0.2136 0.08  
0.3428 -0.2136 0.08  
0.3478 -0.2136 0.08  
0.3528 -0.2136 0.08  
0.3578 -0.2136 0.08  
0.3628 -0.2136 0.08  
0.3678 -0.2136 0.08  
0.3728 -0.2136 0.08  
0.3778 -0.2136 0.08  
0.3828 -0.2136 0.08  
0.3878 -0.2136 0.08  
0.3928 -0.2136 0.08  
0.3978 -0.2136 0.08  
0.4028 -0.2136 0.08  
0.4078 -0.2136 0.08  
0.4128 -0.2136 0.08  
0.4178 -0.2136 0.08  
0.4228 -0.2136 0.08  
0.4278 -0.2136 0.08  
0.4328 -0.2136 0.08  
0.4378 -0.2136 0.08  
0.4428 -0.2136 0.08  
0.4478 -0.2136 0.08  
0.4528 -0.2136 0.08  
0.4578 -0.2136 0.08  
0.4628 -0.2136 0.08  
0.4678 -0.2136 0.08  
0.4728 -0.2136 0.08  
0.4778 -0.2136 0.08  
0.4828 -0.2136 0.08  
0.4878 -0.2136 0.08  
0.4928 -0.2136 0.08  
0.4978 -0.2136 0.08  
0.5028 -0.2136 0.08  
0.5078 -0.2136 0.08  
0.5128 -0.2136 0.08  
0.5178 -0.2136 0.08  
0.5228 -0.2136 0.08  
0.5278 -0.2136 0.08  
0.5328 -0.2136 0.08  
0.5378 -0.2136 0.08  
0.5428 -0.2136 0.08  
0.5478 -0.2136 0.08  
0.5528 -0.2136 0.08  
0.5578 -0.2136 0.08  
0.5628 -0.2136 0.08  
0.5678 -0.2136 0.08  
0.5728 -0.2136 0.08  
0.5778 -0.2136 0.08  
0.5828 -0.2136 0.08  
0.5878 -0.2136 0.08  
0.5928 -0.2136 0.08  
0.5978 -0.2136 0.08  
0.6028 -0.2136 0.08  
0.6078 -0.2136 0.08  
0.6128 -0.2136 0.08  
0.6178 -0.2136 0.08  
0.6228 -0.2136 0.08  
0.6278 -0.2136 0.08  
0.6328 -0.2136 0.08  
0.6378 -0.2136 0.08  
0.6428 -0.2136 0.08  
0.6478 -0.2136 0.08  
0.6528 -0.2136 0.08  
0.6578 -0.2136 0.08  
0.6628 -0.2136 0.08  
0.6678 -0.2136 0.08  
0.6728 -0.2136 0.08  
0.6778 -0.2136 0.08  
0.6828 -0.2136 0.08  
0.6878 -0.2136 0.08  
0.6928 -0.2136 0.08  
0.6978 -0.2136 0.08  
0.7028 -0.2136 0.08  
0.7078 -0.2136 0.08  
0.7128 -0.2136 0.08  
0.7178 -0.2136 0.08  
0.7228 -0.2136 0.08  
0.7278 -0.2136 0.08  
0.7328 -0.2136 0.08  
0.7378 -0.2136 0.08  
0.7428 -0.2136 0.08  
0.7478 -0.2136 0.08  
0.7528 -0.2136 0.08  
0.7578 -0.2136 0.08  
0.7628 -0.2136 0.08  
0.7678 -0.2136 0.08  
0.7728 -0.2136 0.08  
0.7778 -0.2136 0.08  
0.7828 -0.2136 0.08  
0.7878 -0.2136 0.08  
0.7928 -0.2136 0.08  
0.7978 -0.2136 0.08  
0.8028 -0.2136 0.08  
0.8078 -0.2136 0.08  
0.8128 -0.2136 0.08  
0.8178 -0.2136 0.08  
0.8228 -0.2136 0.08  
0.8278 -0.2136 0.08  
0.8328 -0.2136 0.08  
0.8378 -0.2136 0.08  
0.8428 -0.2136 0.08  
0.8478 -0.2136 0.08  
0.8528 -0.2136 0.08  
0.8578 -0.2136 0.08  
0.8628 -0.2136 0.08  
0.8678 -0.2136 0.08  
0.8728 -0.2136 0.08  
0.8778 -0.2136 0.08  
0.8828 -0.2136 0.08  
0.8878 -0.2136 0.08  
0.8928 -0.2136 0.08  
0.8978 -0.2136 0.08  
0.9028 -0.2136 0.08  
0.9078 -0.2136 0.08  
0.9128 -0.2136 0.08  
0.9178 -0.2136 0.08  
0.9228 -0.2136 0.08  
0.9278 -0.2136 0.08  
0.9328 -0.2136 0.08  
0.9378 -0.2136 0.08  
0.9428 -0.2136 0.08  
0.9478 -0.2136 0.08  
0.9528 -0.2136 0.08  
0.9578 -0.2136 0.08  
0.9628 -0.2136 0.08  
0.9678 -0.2136 0.08  
0.9728 -0.2136 0.08  
0.9778 -0.2136 0.08  
0.9828 -0.2136 0.08  
0.9878 -0.2136 0.08  
0.9928 -0.2136 0.08  
0.9978 -0.2136 0.08  
1.0028 -0.2136 0.08  
1.0078 -0.2136 0.08  
1.0128 -0.2136 0.08  
1.0178 -0.2136 0.08  
1.0228 -0.2136 0.08  
1.0278 -0.2136 0.08  
1.0328 -0.2136 0.08  
1.0378 -0.2136 0.08  
1.0428 -0.2136 0.08  
1.0478 -0.2136 0.08  
1.0528 -0.2136 0.08  
1.0578 -0.2136 0.08  
1.0628 -0.2136 0.08  
1.0678 -0.2136 0.08  
1.0728 -0.2136 0.08  
1.0778 -0.2136 0.08  
1.0828 -0.2136 0.08  
1.0878 -0.2136 0.08  
1.0928 -0.2136 0.08  
1.0978 -0.2136 0.08  
1.1028 -0.2136 0.08  
1.1078 -0.2136 0.08  
1.1128 -0.2136 0.08  
1.1178 -0.2136 0.08  
1.1228 -0.2136 0.08  
1.1278 -0.2136 0.08  
1.1328 -0.2136 0.08  
1.1378 -0.2136 0.08  
1.1428 -0.2136 0.08  
1.1478 -0.2136 0.08  
1.1528 -0.2136 0.08  
1.1578 -0.2136 0.08  
1.1628 -0.2136 0.08  
1.1678 -0.2136 0.08  
1.1728 -0.2136 0.08  
1.1778 -0.2136 0.08  
1.1828 -0.2136 0.08  
1.1878 -0.2136 0.08  
1.1928 -0.2136 0.08  
1.1978 -0.2136 0.08  
1.2028 -0.2136 0.08  
1.2078 -0.2136 0.08  
1.2128 -0.2136 0.08  
-0.1622 -0.2086 0.08  
-0.1572 -0.2086 0.08  
-0.1522 -0.2086 0.08  
-0.1472 -0.2086 0.08  
-0.1422 -0.2086 0.08  
-0.1372 -0.2086 0.08  
-0.1322 -0.2086 0.08  
-0.1272 -0.2086 0.08  
-0.1222 -0.2086 0.08  
-0.1172 -0.2086 0.08  
-0.1122 -0.2086 0.08  
-0.1072 -0.2086 0.08  
-0.1022 -0.2086 0.08  
-0.0972 -0.2086 0.08  
-0.0922 -0.2086 0.08  
-0.0872 -0.2086 0.08  
-0.0822 -0.2086 0.08  
-0.0772 -0.2086 0.08  
-0.0722 -0.2086 0.08  
-0.0672 -0.2086 0.08  
-0.0622 -0.2086 0.08  
-0.0572 -0.2086 0.08  
-0.0522 -0.2086 0.08  
-0.0472 -0.2086 0.08  
-0.0422 -0.2086 0.08  
-0.0372 -0.2086 0.08  
-0.0322 -0.2086 0.08  
-0.0272 -0.2086 0.08  
-0.0222 -0.2086 0.08  
-0.0172 -0.2086 0.08  
-0.0122 -0.2086 0.08  
-0.0072 -0.2086 0.08  
